ID;Text;Question;Answer
462;El gran incremento en la generación de residuos de aparatos eléctricos o electrónicos en 2015 se ha debido al intenso proceso de modernización de los equipamientos, tanto informáticos como de producción.;¿Gracias a qué  se ha producido el gran incremento en la generación de residuos de aparatos eléctricos o electrónicos en 2015?;intenso proceso de modernización de los equipamientos, tanto informáticos como de producción
435;De nuevo este año ha otorgado a Acerinox una puntuación alta gracias al significativo control de emisiones de CO2 realizado.;¿Gracias a qué medida se ha otorgado de nuevo este año a Acerinox una puntuación alta?;significativo control de emisiones de CO2 realizado
2924;Igualmente, nuestros proveedores son esenciales para nuestro éxito. por eso, con el fin de proporcionar productos y servicios excelentes de manera responsable, exigimos de ellos que satisfagan nuestras expectativas en numerosos ámbitos.;¿Qué impacto tiene que consideren esenciales a sus proveedores para su éxito?;con el fin de proporcionar productos y servicios excelentes de manera responsable exigimos de ellos que satisfagan nuestras expectativas en numerosos ámbitos
100000608;Gracias a este programa de intercambio con universidades españolas, José pudo cursar la especialización de derecho ambiental en la Universidad de Zaragoza.;¿Qué se ha conseguido con el programa de intercambio con universidades españolas?;José pudo cursar la especialización de derecho ambiental en la Universidad de Zaragoza
832;Esta práctica está cada vez más extendida dentro de Telefónica, por ello, durante 2015, 33.878 de nuestras estaciones base eran compartidas.;¿Qué supone la práctica de compartir, que está cada más extendida dentro de Telefónica?;durante 2015, 33.878 de nuestras estaciones base eran compartidas
1740;Iniciativas que mejoran la experiencia del cliente Gracias al programa de apoyo a las pymes del Banco, contamos con asesoramiento de expertos que nos ayudaron a impulsar nuestra marca y nuestro negocio EXCELENCIA OPERATIVA: para aumentar la satisfacción del cliente ofreciendo el mejor servicio al menor precio posible.;¿Qué consecuencias tuvo el programa de apoyo a las pymes del Banco?;contamos con asesoramiento de expertos que nos ayudaron a impulsar nuestra marca y nuestro negocio EXCELENCIA OPERATIVA: para aumentar la satisfacción del cliente ofreciendo el mejor servicio al menor precio posible
100000638;La integración de la red de BMN ha permitido abrir tres nuevas oficinas de Bankia Banca Privada en sus zonas de influencia: Murcia, Granada y Palma de Mallorca.;La integración de la red de BMN, ¿qué ha facilitado?;abrir tres nuevas oficinas de Bankia Banca Privada en sus zonas de influencia: Murcia, Granada y Palma de Mallorca
683;Por su parte, el Grupo Acerinox incrementó las unidades físicas vendidas en un 9%, pese a esto la facturación del Grupo en 2016, de 3.968 millones es un 6% inferior a la del ejercicio anterior debido al menor precio medio de las materias primas utilizadas.;¿A qué se debe que la facturación del Grupo Acerinox en 2016, de 3.968 millones, sea un 6% inferior a la del ejercicio anterior?;menor precio medio de las materias primas utilizadas
165;En 2016 la oferta de programación en directo ha sido la apuesta más importante, ya que, a excepción de los eventos deportivos, se ha subtitulado casi el 100 % de las emisiones en directo, entre ellos todos los eventos informativos de interés general.;¿Qué hecho permite afirmar que en 2016 la oferta de programación en directo ha sido la apuesta más importante?,;, a excepción de los eventos deportivos, se ha subtitulado casi el 100 % de las emisiones en directo, entre ellos todos los eventos informativos de interés general
3724;Gracias a ello y a su independencia de criterio, la plantilla de banqueros privados ofrece el mejor asesoramiento en materia de inversión y de fiscalidad, las dos cuestiones que más preocupan a los clientes.;¿Qué han provocado ese factor y su independencia de criterio?;la plantilla de banqueros privados ofrece el mejor asesoramiento en materia de inversión y de fiscalidad, las dos cuestiones que más preocupan a los clientes
485;Los terrenos propiedad de Inditex no se hallan adyacentes o dentro de espacios naturales protegidos o de alta biodiversidad, por lo que no se generan impactos significativos en la biodiversidad.;¿Por qué los terrenos propiedad de Inditex no se hallan adyacentes o dentro de espacios naturales protegidos?;alta biodiversidad no se generan impactos significativos en la biodiversidad
4380;Por otro lado, nuestras capacidades de captación de nuevos clientes se vieron afectadas por el bajo número de clientes disponibles durante los últimos meses del año como resultado de los diversos desastres naturales que afectaron a la región en el tercer trimestre.;¿Qué efectos tuvieron los diversos desastres naturales que afectaron a la región en el tercer trimestre?;nuestras capacidades de captación de nuevos clientes se vieron afectadas por el bajo número de clientes disponibles durante los últimos meses del año
4195;Mega, por su parte, es uno de los canales más nuevos de Atresmedia ya que nació en julio de 2015.;¿Por qué es Mega uno de los canales más nuevos de Atresmedia?;que nació en julio de 2015
4434;Esta adquisición tiene una incuestionable importancia estratégica para nuestra empresa, puesto que incrementa, diversifica y mejora nuestro mix de generación, nos proporciona una sólida plataforma de crecimiento en el ámbito de las energías renovables y supone un paso esencial en nuestro avance hacia un sistema energético plenamente descarbonizado.;¿Qué hizo que esta adquisición tenga importancia estratégica para la empresa?;incrementa, diversifica y mejora nuestro mix de generación, nos proporciona una sólida plataforma de crecimiento en el ámbito de las energías renovables y supone un paso esencial en nuestro avance hacia un sistema energético plenamente descarbonizado
3323;Viscofan trabaja con el convencimiento de que cualquier accidente puede evitarse y por eso, además de trabajar para hacer las instalaciones más seguras, el grupo quiere concienciar a todo el personal de que la actitud en cuestión de seguridad es fundamental. El grupo Viscofan continúa realizando un gran esfuerzo en la estandarización de procedimientos y comunicación de la política de la empresa en esta materia, con cursos específicos e información a disposición de los trabajadores en sus áreas de trabajo.;¿Qué supone que Viscofan trabaje con el convencimiento de que cualquier accidente puede evitarse?;además de trabajar para hacer las instalaciones más seguras, el grupo quiere concienciar a todo el personal de que la actitud en cuestión de seguridad es fundamental
2257;Nuestros hoteles de Francia registraron una de las más significativas tasas de crecimiento de toda la región EMEA durante el segundo semestre del año gracias a la notable recuperación del destino.;¿Qué permitió que sus hoteles de Francia registraran una de las más significativas tasas de crecimiento de toda la región EMEA durante el segundo semestre del año? ;la notable recuperación del destino
411;Concretamente, en los dos primeros REGIS-TR espera tener una cuota de mercado significativa debido a su extendida presencia en los países nórdicos.;¿Qué se espera como consecuencia de la extendida presencia en los países nórdicos?;en los dos primeros REGIS-TR espera tener una cuota de mercado significativa
3563;Todas las marcas han realizado una más que destacable función social y cultural en sus territorios de influencia gracias a acciones de patrocinio y mecenazgo.;¿Qué efecto han supuesto las acciones de patrocinio y mecenazgo?;Todas las marcas han realizado una más que destacable función social y cultural en sus territorios de influencia
3363;Este tipo de iniciativas de formación son muy valoradas por la plantilla, que considera la experiencia como muy enriquecedora y necesaria, ya que obliga al desarrollo de habilidades específicas para adaptar la comunicación a cualquier interlocutor.;Que tales iniciativas formativas sean muy valoradas por la plantilla al encontrarlas enriquecedoras, ¿qué implica?;considera la experiencia como muy enriquecedora y necesaria ya que obliga al desarrollo de habilidades específicas para adaptar la comunicación a cualquier interlocutor
2652;Los factores que determinan el éxito del modelo de negocio en esta industria son de gran calado por lo que deben afrontarse desde una óptica integradora y gestionarse con una perspectiva a largo plazo.;¿Por qué razón deben afrontarse los factores que determinan el éxito del modelo de negocio en esta industria desde una perspectiva integradora y gestionarse con una perspectiva a largo plazo?;Los factores que determinan el éxito del modelo de negocio en esta industria son de gran calado
4539;Dado que el valor neto contable de la participación en Nueva Generadora del Sur, S.A. por importe de 200 millones de euros, se encontraba valorado a su valor razonable y que éste coincide con el valor razonable del negocio adquirido (Genroque, S.L.) la operación no ha generado ningún resultado ni fondo de comercio.;¿Qué factores han contribuido a que la operación no haya generado ningún resultado ni fondo de comercio?;el valor neto contable de la participación en Nueva Generadora del Sur, S.A. por importe de 200 millones de euros, se encontraba valorado a su valor razonable y éste coincide con el valor razonable del negocio adquirido (Genroque, S.L.
370;El segundo dividendo digital se sitúa ya en el horizonte cercano y sin duda será uno de los futuros grandes procesos para el sector, por lo que ya venimos reclamando de las autoridades mayores niveles de complicidad de los que obtuvimos en el primer dividendo.;¿Qué consecuencia se deriva del hecho de que el segundo dividendo digital se sitúe ya en el horizonte cercano y sin duda será uno de los futuros grandes procesos para el sector?;ya venimos reclamando de las autoridades mayores niveles de complicidad de los que obtuvimos en el primer dividendo
1947;"El arquitecto madrileño José María Sánchez se alzó con el Gran Premio Enor gracias a su obra ""Edificio Perimetral y adecuación del entorno del templo de Diana"" en Mérida, Badajoz.";¿A qué obra le debe el arquitecto madrileño José María Sánchez el Gran Premio Enor?;"su obra ""Edificio Perimetral y adecuación del entorno del templo de Diana"" en Mérida, Badajoz"
4355;Las primeras vieron crecer sus ingresos un 5% para un beneficio neto semestral ascendente en un 62,6%, sobre todo debido al gran incremento en los resultados de Corporación Alba, sin cuyo concurso el porcentaje descendería hasta el 5,58%.;¿A qué se atribuye que las primeras vieran crecer sus ingresos un 5% para un beneficio neto semestral ascendente en un 62,6%?;gran incremento en los resultados de Corporación Alba, sin cuyo concurso el porcentaje descendería hasta el 5,58%
2683;Como resultado del proceso, anualmente, se actualiza la matriz de riesgos de información financiera (Matriz de Riesgos del SCIIF).;¿Cuál es la consecuencia del proceso?;anualmente, se actualiza la matriz de riesgos de información financiera (Matriz de Riesgos del SCIIF)
4503;Gracias a este tipo de iniciativas, Columbus redujo el pasado año el número de empleados que sufrieron algún tipo de incidente.;¿Qué impacto tuvo este tipo de iniciativas?;Columbus redujo el pasado año el número de empleados que sufrieron algún tipo de incidente
3718;Gracias a estos proyectos se ha conseguido mejorar las condiciones de vida de 13.155 beneficiarios directos, en un total de 321 aldeas.;¿Qué se ha producido por estos proyectos?;se ha conseguido mejorar las condiciones de vida de 13.155 beneficiarios directos, en un total de 321 aldeas
564;El espectacular comportamiento de la web de Noticias de laSexta fue clave en el logro de estas cifras de éxito, ya que logró triplicar los datos de 2015 con más de 2,8 millones de usuarios únicos mensuales.;¿Por qué razón el espectacular comportamiento de la web de Noticias de laSexta fue clave en el logro de estas cifras de éxito?;que logró triplicar los datos de 2015 con más de 2,8 millones de usuarios únicos mensuales
208;El éxito de todo este conjunto de actividades y líneas de negocio es posible en gran medida gracias a la eficacia de Atresmedia Publicidad que, nuevamente, se ha erigido como la mayor comercializadora publicitaria multimedia del mercado español con una cuota del 23% del total de inversión en medios convencionales.;¿A qué se debe el éxito de todo este conjunto de actividades y líneas de negocio?;la eficacia de Atresmedia Publicidad que, nuevamente, se ha erigido como la mayor comercializadora publicitaria multimedia del mercado español con una
3532;En 2017 nuestro Panel Asesor de Sostenibilidad, que nos permite interactuar periódicamente con los principales grupos de interés, colaboró activamente en descubrir cuáles son los temas más relevantes relacionados con la estrategia de Telefónica en Innovación Sostenible. Gracias a este panel hemos analizado las principales oportunidades que surgen de la 4ª revolución industrial y los retos que tenemos que abordar para ser capaces de contribuir a un futuro más sostenible.;El Panel Asesor de Sostenibilidad, el cual colaboró en descubrir los temas relevantes en cuanto a estrategia de Telefónica en Innovación Sostenible, ¿qué ha facilitado?;hemos analizado las principales oportunidades que surgen de la 4ª revolución industrial y los retos que tenemos que abordar para ser capaces de contribuir a un futuro más sostenible
1341;Como resultado de la citada adquisición de acciones, HNA pasó a ser titular (a través de Tangla Spain, S.L.U.) de un total de 103.329.925 acciones de NH Hotel Group, S.A. representativas del 29,5% de su capital social.;¿En qué se ha traducido la adquisición de acciones?;HNA pasó a ser titular (a través de Tangla Spain, S.L.U.) de un total de 103.329.925 acciones de NH Hotel Group, S.A. representativas del 29,5% de su capital social
505;A nivel mundial, las cifras de ventas de vehículos de pasajeros crecieron al menos el 2%, alcanzando la importante cantidad de 70,8 millones de unidades en 2017. En Europa, el mercado se comportó mejor que la media mundial, pues estas ventas crecieron el 3,4%, llegando a 15,6 millones.;¿Por qué en Europa el mercado de vehículos de pasajeros se comportó mejor que la media mundial en 2017?;estas ventas crecieron el 3,4%, llegando a 15,6 millones
4189;El registro en resultados de las mencionadas minusvalías latentes de Telefónica no afecta negativamente a la solvencia del Grupo, ya que las mismas se deducen tanto del patrimonio como del CET1.;¿Qué supone que se deduzcan del patrimonio y del CET1?;Telónica solvencia del Grupo
66;"En relación a los índices bursátiles europeos, el FTSE Mib italiano destacó entre las principales plazas europeas con un incremento del 13,6%, gracias al tirón de los valores financieros; seguido del Dax alemán con un 12,5% que cerró en récord gracias al buen tono de las exportadoras.";¿A qué se debe el hecho de que, en relación a los índices bursátiles europeos, el FTSE Mib italiano destacase entre las principales plazas europeas con un incremento del 13,6%?;tirón de los valores financieros Dax alemán con un 5 récord buen tono de las exportadoras
1197;En algunos casos, se desarrollan inclusive modelos específicos para responder a requisitos a nivel de cliente. Como resultado se obtienen las políticas, normativas y métodos de trabajo a aplicar para cada tipología de proyecto.;¿Qué resultado dan los modelos específicos para responder a los requisitos de cliente?;se obtienen las políticas, normativas y métodos de trabajo a aplicar para cada tipología de proyecto
3174;Las envolturas juegan un papel fundamental en la cadena de valor de la producción de embutidos puesto que contribuyen a la apariencia final de los mismos y a la vez, pueden proporcionar mejoras de productividad y de valor añadido a los procesadores cárnicos.;¿Cuál es la causa de que, en la cadena de valor de la producción de embutidos, las envolturas jueguen un papel fundamental?;contribuyen a la apariencia final de los mismos y a la vez, pueden proporcionar mejoras de productividad y de valor añadido a los procesadores cárnicos
913;La Fundación Atresmedia presta una especial atención a la educación, ya que considera que es uno de los asuntos que más preocupan a los ciudadanos y más importantes para construir una sociedad justa, comprometida y preparada.;¿Por qué la Fundación Atresmedia presta una especial atención a la educación?;considera que es uno de los asuntos que más preocupan a los ciudadanos y más importantes para construir una sociedad justa, comprometida y preparada
1856;Gracias a la culminación de la integración de R y a la posterior adquisición de Telecable, el Grupo Euskaltel continúa creciendo y fortaleciendo su negocio, ofreciendo productos y servicios más innovadores, a la altura de las mejores empresas del sector.;¿Qué efecto ha tenido la culminación de la integración de R y a la posterior adquisición de Telecable?;el Grupo Euskaltel continúa creciendo y fortaleciendo su negocio, ofreciendo productos y servicios más innovadores, a la altura de las mejores empresas del sector
2680;Las comisiones netas se sitúan en 841,3 millones de euros, un 10,5% superior al año anterior debido al buen comportamiento de comisiones de cuentas vista y tarjetas de crédito.;¿Qué se ha producido gracias al buen comportamiento de comisiones de cuentas vistas y tarjetas de crédito?;Las comisiones netas se sitúan en 841,3 millones de euros, un 10,5% superior al año anterior
100000253;Generando confianza y actuando de forma responsable, aportamos valor a todos nuestros grupos de interés;¿Qué se consigue generando confianza y actuando de manera responsable?;aportamos valor a todos nuestros grupos de interés
2553;Como ya se comunicó en la convocatoria de esta junta, el Consejo de Administración de la Sociedad ha acordado este año no proponer a la Junta General ordinaria de accionistas de 2017 una ampliación de capital mediante la emisión de acciones liberadas debido al cambio producido en la normativa reguladora del irpF que, a partir del 1 de enero del 2017, modificó la tributación de los derechos de suscripción preferentes, que han pasado a tributar igual que los dividendos, desapareciendo la actual tributación diferida de venta de dichos derechos.;¿A qué se debe que el Consejo de Administración de la Sociedad haya acordado este año no proponer a la Junta General ordinaria de accionistas de 2017 una ampliación de capital mediante la emisión de acciones liberadas?;cambio producido en la normativa reguladora del irpF que, a partir del 1 de enero del 2017, modificó la tributación de los derechos de suscripción preferentes, que han pasado a tributar igual que los dividendos
1125;Por otro lado, las comisiones también han mostrado una evolución muy positiva debido a la fortaleza del negocio de gestión de activos y a la estrategia comercial implementada para incrementar la vinculación de los clientes.;¿A qué atiende que las comisiones también hayan mostrado una evolución muy positiva?;la fortaleza del negocio de gestión de activos y a la estrategia comercial implementada para incrementar la vinculación de los clientes
90;- El   establecimiento de programas de emergencia de carácter extraordinario   como consecuencia de la crisis de refugiados en Europa y de los terremotos de Italia y Ecuador, entre otros.;¿Qué ha provocado por la crisis de refugiados en Europa y los terremotos de Italia y Ecuador?;El establecimiento de programas de emergencia de carácter extraordinario
2280;Grupo DIA entiende la franquicia como un elemento fundamental en su estrategia de expansión internacional. Por ello, mantiene diferentes canales de comunicación en los que se informa de los aspectos clave del negocio a los posibles emprendedores interesados en la franquicia.;¿Qué supone para el Grupo DIA entender que la franquicia es un elemento fundamental en su estrategia de expansión internacional?;mantiene diferentes canales de comunicación en los que se informa de los aspectos clave del negocio a los posibles emprendedores interesados en la franquicia
4169;Como resultado de esta fuerte apuesta por la utilización de materias primas más sostenibles, la organización independiente Textile Exchange nos ha posicionado en 2017 como: Líderes mundiales del sector en consumo de fibra sostenible Lyocell.;¿Cuál ha sido el resultado de la apuesta por utilizar materias primas más sostenibles?;la organización independiente Textile Exchange nos ha posicionado en 2017 como: Líderes mundiales del sector en consumo de fibra sostenible Lyocell.
3494;Las políticas y los procedimientos en materia de gestión del riesgo de crédito aplicadas por el grupo garantizan un seguimiento pormenorizado de los acreditados poniendo de manifiesto la necesidad de realizar provisiones cuando se evidencien indicios de deterioro en la solvencia de los mismos (véase nota 4). Por ello, el grupo constituye las provisiones de insolvencias requeridas para aquellas operaciones en las que la situación de su acreditado así lo exija antes de formalizar de las operaciones de reestructuración/refinanciación.;¿Por qué los procedimientos en materia de gestión del riesgo de crédito aplicados por el grupo garantizan un seguimiento pormenorizado de los acreditados, en cuanto a la necesidad de realizar provisiones?;de manifiesto la necesidad de realizar provisiones cuando se evidencien indicios de deterioro en la solvencia de los mismos ( ) el grupo constituye las provisiones de insolvencias requeridas aquellas operaciones las la situación de su acreditado
3557;En 4T 17 las ventas brutas bajo enseña en euros descendieron un 4,2% hasta EUR939m, con un impacto negativo en la divisa del 14,2% debido a la depreciación del peso argentino y del real brasileño durante el trimestre.;¿Qué consecuencias ha tenido la depreciación del peso argentino y del real brasileño?;con un impacto negativo en la divisa del 14,2% el trimestre
100000437;Se produce agua de reúso y biomasa de algas, generando biometano para mover hasta 20 vehículos/ha con un balance energético positivo.;¿Cuál es la consecuencia de producir agua de reúso y biomasa de algas?;biometano para mover hasta 20 vehículos/ha con un balance energético positivo
4391;Gracias al crecimiento de esta cartera, comentado anteriormente, la rentabilidad continúa en niveles adecuados y la evolución de los ingresos ha sido favorable.;¿Qué ha implicado el crecimiento de esta cartera?;la rentabilidad continúa en niveles adecuados y la evolución de los ingresos ha sido favorable
4557;Como consecuencia de los acuerdos de bancaseguros heredados de las entidades bancarias absorbidas, el Banco ha continuado en 2015 el proceso de reordenación de los mismos.;¿Por qué motivo el Banco ha continuado en 2015 el proceso de reordenación de los mismos?;los acuerdos de bancaseguros heredados de las entidades bancarias absorbidas
3749;Eso nos obliga a reinventarnos a diario y lo hacemos gracias a un modelo de negocio flexible basado en la innovación y el trabajo en equipo.;¿Qué factores han llevado a que se tenga que reinventar a diario?;un modelo de negocio flexible basado en la innovación y el trabajo en equipo
2043;Resultado no recurrente de -2,5M€ debido al deterioro de valor de una entidad participada.;¿A qué debemos el resultado no recurrente de -2,5M€?;deterioro de valor de una entidad participada
3519;Las divisas emergentes se depreciaron debido a factores globales, que se combinaron con factores idiosincráticos en el caso del peso mexicano y la lira turca.;¿A qué se debe la depreciación de divisas emergentes?;factores globales, que se combinaron con factores idiosincráticos en el caso del peso mexicano y la lira turca
1592;Por otro lado, Mediaset España garantiza que todos los contenidos disponibles en sus webs respetan los valores corporativos referentes a la creación de contenido. Dichos valores son la libertad de expresión e independencia editorial, la imparcialidad informativa, la calidad del contenido, el pluralismo y la diversidad. Dado que la mayor parte de los contenidos difundidos en sus webs proceden de las cadenas de televisión de Mediaset España, los mismos reflejan la misma independencia editorial, calidad y pluralismo y diversidad que los contenidos emitidos en televisión.;¿Por qué los contenidos reflejan la misma independencia editorial, calidad y pluralismo que los contenidos emitidos en televisión?;la mayor parte de los contenidos difundidos en sus webs proceden de las cadenas de televisión de Media España
3835;Como consecuencia del proceso de asignación, se ha procedido a contabilizar una revalorización de activos intangibles que corresponde al valor de las autorizaciones necesarias para la explotación de los parques eólicos y un reconocimiento de pasivos por impuestos diferidos correspondientes a las revalorizaciones que no tienen efecto fiscal.;¿Qué efectos ha tenido el proceso de asignación?;se ha procedido a contabilizar una revalorización de activos intangibles que corresponde al valor de las autorizaciones necesarias para la explotación de los parques eólicos y un reconocimiento de pasivos por impuestos diferidos correspondientes a las revalorizaciones que no tienen efecto fiscal
538;Es importante destacar que este fuerte incremento se alcanzó a pesar de que nuestros ingresos sufrieron un retroceso del 6%, como consecuencia fundamentalmente de la desfavorable evolución de los precios de las commodities, y de que la demanda eléctrica española, aunque se incrementó con respecto al año anterior, reflejando así los primeros síntomas de recuperación de nuestra economía, lo hizo solo en un 1,8%, que se convierte en 1,6% una vez corregidos los efectos de laboralidad y temperatura.;¿A causa de qué se alcanzó este fuerte incremento a pesar de que sus ingresos sufrieron un retroceso del 6%?;la desfavorable evolución de los precios de las commodities, que la demanda eléctrica española, aunque se incrementó con respecto al año anterior
4174;"La capacidad de maximizar la utilización de nuestros activos durante su vida útil es un factor importante dado que nuestra actividad requiere de importantes inversiones. En este sentido, el objetivo del proyecto ""Capacity Management & Planning"", el cual se puso en marcha en 2013 y se encuentra en desarrollo en 2014, es definir un modelo único que determine cómo medir el grado de utilización de cualquier medio productivo del Grupo, al mismo tiempo que desarrollar una solución para gestionar toda la información relativa a la capacidad de las instalaciones y optimizar su grado de utilización.";¿Por qué la capacidad de maximizar la utilización de nuestros activos durante su vida útil es un factor importante?;nuestra actividad requiere de importantes inversiones
408;Registro del deterioro La principal novedad con respecto a la normativa actual radica en que en el caso de los activos medidos a valor razonable con cambios en otro resultado integral, se reflejará la parte de los cambios en el valor razonable debido a pérdidas crediticias esperadas en la cuenta de pérdidas y ganancias del ejercicio en que se produce la variación, reflejando el resto en otro resultado integral. 2.c Contabilidad de coberturas La NIIF 9 incorpora nuevos requerimientos en contabilidad de coberturas que tienen como doble objetivo simplificar los requerimientos actuales y alinear la contabilidad de coberturas con la gestión de riesgos permitiendo una mayor variedad de instrumentos financieros derivados que podrían ser considerados como instrumentos de cobertura.;¿Qué razones justifican que, en el caso de los activos medidos a valor razonable con cambios en otro resultado integral, se refleje la parte de los cambios en el valor razonable? ;pérdidas crediticias esperadas en la cuenta de pérdidas y ganancias del ejercicio en que se produce la variación
3569;La variación total de los ingresos respecto el 2013 ha caído un 17,1% debido a la venta del negocio de consumo y alimentación.;¿A qué se le atribuye que la variación total de los ingresos respecto a 2013 haya caído un 17,1%?;la venta del negocio de consumo y alimentación
553;Como resultado de estas iniciativas, en 2015 mejoró la satisfacción de los clientes en el conjunto de Grupo Santander.;¿Cuál fue el resultado de estas iniciativas para el conjunto de Grupo Santander?;en 2015 mejoró la satisfacción de los clientes en el conjunto de Grupo Santander
342;La mayor disponibilidad respecto al año anterior es debido a los mayores trabajos de mantenimiento realizados en las centrales térmicas en 2014 derivados de una mayor operación.;¿A qué se atribuye la mayor disponibilidad respecto al año anterior?;los mayores trabajos de mantenimiento realizados en las centrales térmicas en 2014 derivados de una mayor operación
3254;(1) Como resultado de la integración el desglose de ingresos ha sido clasificado en 2103 de acuerdo a un criterio proforma, asignando las eliminaciones inter.company dentro de los negocios fijo y móvil.;¿Qué ha ocurrido como resultado de la integración?;el desglose de ingresos ha sido clasificado en 2103 de acuerdo a un criterio proforma, asignando las eliminaciones inter.company dentro negocios
473;- el Grupo tiene una obligación presente (ya sea legal o implícita) como resultado de un suceso pasado,;¿Qué resultado ha provocado un suceso pasado?;el Grupo tiene una obligación presente (ya sea legal o implícita)
1791;Gracias al apoyo de sus accionistas y la gestión de mis predecesores, la empresa logró salir adelante, superar una grave crisis financiera y conseguir la debida estabilidad accionarial.;¿Qué se ha conseguido con el apoyo de los accionistas y de la gestión?;la empresa logró salir adelante, superar una grave crisis financiera y conseguir la debida estabilidad accionarial
1436;Gracias a estos expertos el resultado es un aceite Extra Virgen versátil, de gusto equilibrado e intenso color dorado, que siempre cumple con las expectativas en cuanto al sabor.;¿Qué resultado se atribuye a estos expertos? ;el resultado es un aceite Extra Virgen versátil, de gusto equilibrado e intenso color dorado, que siempre cumple con las expectativas en cuanto al sabor
2009;Además, seguiremos colaborando junto con diversos socios de carácter estratégico para continuar aumentando el valor de nuestras JV, ya que esta estrategia nos ha permitido revitalizar y relanzar la marca Sol y reposicionar hoteles hacia segmentos de mercado superiores, así como para optimizar el uso de capital en reposicionamientos que resulten atractivos, incluyendo la construcción del nuevo resort en Punta Cana en el que se centrará el negocio de The Circle, de tal modo que podamos incrementar la rentabilidad global de la compañía y la resistencia ante un empeoramiento del ciclo económico.;¿Por qué seguirán colaborando junto con diversos socios de carácter estratégico para continuar aumentando el valor de sus JV?;esta estrategia nos ha permitido revitalizar y relanzar la marca Sol y reposicionar hoteles hacia segmentos de mercado superiores, así como para optimizar el uso de capital en reposicionamientos que resulten atractivos, incluyendo la construcción del nuevo resort en Punta Cana en el que se centrará el negocio de The Circle, podamos incrementar la rentabilidad global de la compañía y la resistencia ante un empeoramiento del ciclo económico
1958;En 2017 el mercado de envolturas ha vuelto a mostrar un ritmo de crecimiento en línea con la media histórica gracias a la recuperación de los volúmenes en Latinoamérica, y la solidez del mercado asiático y europeo, que contrasta con la debilidad del mercado en Estados Unidos.;¿Debido a qué el mercado de envolturas ha vuelto a mostrar un ritmo de crecimiento en 2017?;la recuperación de los volúmenes en Latinoamérica, y la solidez del mercado asiático y europeo, que contrasta con la debilidad del mercado en Estados Unidos
624;En 2015, la deuda neta por adquisiciones del Grupo fue de 507 millones de euros, debido a la incorporación de Aer Lingus.;¿Qué efecto ha producido la incorporación de Aer Lingus?;En 2015, la deuda neta por adquisiciones del Grupo fue de 507 millones de euros
3330;A la fecha de formulación de las presentes cuentas anuales consolidadas, el Grupo está en proceso de cuantificación del potencial impacto que tendrá la aplicación de NIIF 16, por lo que no es factible proporcionar una estimación razonable del efecto financiero hasta que dicho proceso haya finalizado. ⋅NIIF 9 aporta un mayor grado de flexibilidad en cuanto a las clases de las operaciones aptas para las operaciones de cobertura, concretamente ampliando las clases de instrumentos que cumplen los requisitos para ser designados elementos de cobertura y en cuenta a las clases de los componentes de riesgo de las partidas no financieras que son aptas para la contabilización de coberturas.;¿Qué efecto tiene el hecho de que, a la fecha de formulación de las presentes cuentas anuales consolidadas, el Grupo esté en proceso de cuantificación del potencial impacto que tendrá la aplicación de NIIF 16?;no es factible proporcionar una estimación razonable del efecto financiero hasta que dicho proceso haya finalizado
297;"Durante el ejercicio se han producido beneficios no recurrentes por 1,4 millones de euros; en consecuencia, el resultado total es de 180,5 millones de euros aumentando un 10,0%.";¿Qué efecto ha tenido el hecho de que durante el ejercicio se hayan producido beneficios no recurrentes por 1,4 millones de euros?;el resultado total es de 180,5 millones de euros aumentando un 10,0%
1041;En vistas de la importancia de la región de Estados Unidos en la división, el Grupo ha contratado a un nuevo Director Regional para fortalecer el equipo directivo.;¿Qué consecuencia ha tenido la importancia de la región de Estados Unidas en la división?;el Grupo ha contratado a un nuevo Director Regional para fortalecer el equipo directivo
100000211;La orientación al cliente nos impulsa a trabajar en la gestión de calidad de nuestras autopistas;¿Cuál es la razón de que trabajen en la gestión de calidad de sus autopistas?;La orientación al cliente
2973;En el ejercicio 2016, aplicándose la contabilidad de coberturas, no se han reconocido en la cuenta de resultados importes significativos, ni como resultado de las transacciones que no hayan ocurrido ni como consecuencia de la ineficacia de dichas coberturas.;¿A qué se debe que en 2016 no se hayan reconocido en la cuenta de resultados algunos importes significativos?;las transacciones que no hayan ocurrido ni consecuencia de la ineficacia de dichas coberturas
503;Sólo Sudáfrica, entre los países en los que fabricamos, tuvo un comportamiento negativo, descendiendo su consumo aparente cerca de un 5% como consecuencia de los conflictos laborales que azotaron al país en 2014 y que impidieron que su economía se sumara a la recuperación.;¿Por qué solo Sudáfrica tuvo un comportamiento negativo en el consumo?;descendiendo su consumo aparente cerca de un 5% los conflictos laborales que azotaron al país en 2014 y que impidieron que su economía se sumara a la recuperación
3263;Ser responsable es una actitud, una forma de gestionar la empresa y por ello es importante involucrar a todos los colectivos con los que la compañía se relaciona (empleados, clientes, proveedores, distribuidores, accionistas y la sociedad, en general) para contribuir al desarrollo económico y social de los países en los que está presente.;¿Qué consecuencias derivan de que la responsabilidad sea una actitud y una manera de gestionar la empresa?;es importante involucrar a todos los colectivos con los que la compañía se relaciona (empleados, clientes, proveedores, distribuidores, accionistas y la sociedad, en general) para contribuir al desarrollo económico y social de los países en los que está presente
